f_nf,aspect,dem,distance_from_river,flow_accumulation,land_use,lithology,plan_curvature,profile_curvature,rainfall,slope,soil,spi,tpi,tri,twi
1,343.4466176,39.6600911,373.0962849,0,55,3,-0.143229,0.0479776,50.2015667,2.83517,3,0.0,-0.1981573,0.3611665,6.9576679
0,254.4256595,170.909274,975.8177029,0,55,5,0.102288,0.1072864,47.6361004,7.879235,3,0.0,33.1981392,0.3623359,4.9596119
0,1.55747,236.5199453,724.4542614,0,55,5,0.329019,-0.2978199,47.0720121,12.824842,3,8.0320518,37.2014205,0.4808562,5.3192785
1,90.8449231,53.8806117,0.0,7,68,3,0.1118927,-0.1862719,50.3974963,3.0035095,3,39.652551,0.9455925,0.3626404,6.0805711
1,357.3210144,34.1970829,435.0590633,23,68,3,0.0761164,0.0277518,50.8560962,2.6260294,3,57.4815761,-1.4382624,0.278893,6.095217
1,357.3210144,51.0354743,170.5466458,37,32,3,-0.0108674,0.0101043,50.4617272,2.4463218,2,0.0,-7.6530698,0.3105193,10.0345178
1,68.2366447,26.7335377,0.0,6,68,3,-0.0764727,0.1353833,50.8203389,1.3026462,2,47.5150433,-0.8152284,0.1580486,10.9132896
1,343.2005982,19.8104957,23.1795956,18,55,3,-0.0596621,-0.1545545,51.402419,1.6736949,3,0.226648,1.4060177,0.3291825,6.9376401
1,140.2573082,45.4534114,56.5257256,3,68,3,-0.1467674,-0.0102403,50.9019639,1.6180793,3,0.0,-2.1730986,0.2309913,10.9385014
1,140.2547338,40.1680277,0.0,0,1,3,-0.0678741,-0.1854259,51.1767705,2.1905638,3,0.0,3.257255,0.3000549,6.9706842
1,323.0008612,61.6439431,0.0,16,55,3,0.0058252,0.0521296,50.3040486,2.5032854,3,3.1410531,-4.3917558,0.1177647,11.3415054
1,325.4586055,33.5113825,26.0838002,12,68,3,-0.1323974,0.1414433,50.8062738,1.5483044,2,51.1463119,-4.1475214,0.3792483,9.2769602
1,304.0304319,70.4472716,139.3172023,27,68,3,-0.0564678,-0.0650073,50.7065171,1.7237315,3,22.365869,-0.8763772,0.2333398,6.2742892
1,257.2923695,54.0352571,0.0,6,16,3,-0.0232592,-0.0996087,51.5002589,1.9304254,3,0.0,2.5658899,0.4354311,6.9933475
0,356.9930115,120.942946,1418.052191,8,68,5,-0.6457743,0.329872,48.9272905,14.7006697,3,10.6413201,-31.5338993,0.4109803,11.8624621
0,109.7991117,191.5846276,780.2459496,0,55,5,-0.1152855,-0.2223895,49.7475501,11.9662104,3,0.0,-1.6209424,0.4329183,6.7432685
1,311.4244851,68.1543734,854.478562,0,32,3,0.0574501,-0.0062708,51.4687466,2.177917,3,20.2876637,1.1155825,0.1950338,10.1900672
0,308.520701,176.4850114,923.6875695,11,55,5,-0.1579327,0.1504929,47.5318847,10.7020155,3,9.0452904,22.7576823,0.3897031,8.1180839
1,263.6734771,52.5061308,0.0,0,55,3,-0.1163533,-0.1582975,51.4583939,1.9019268,3,34.3992095,-4.9327971,0.1842569,5.6644704
1,302.0506382,49.418397,182.254979,5,55,3,0.167758,0.0349667,49.9886237,1.6522629,3,75.0098983,2.4190667,0.2417511,7.1199635
1,289.3062766,19.6183637,53.6861479,7,1,3,-0.0998984,-0.1125239,49.0163387,2.4516183,3,20.1205499,-6.7335227,0.189641,10.6920727
0,177.8622809,169.5072468,852.5713621,1,16,5,0.0911707,-0.153931,51.2151118,5.8355064,3,6.9173941,2.8586706,0.417652,5.6039079
1,290.2836975,18.2154127,169.6360394,43,68,3,0.0949301,-0.102071,51.2703527,3.0221313,3,1.4019715,1.9432589,0.1807289,6.7928197
1,114.1959269,61.5182698,985.0867438,20,68,3,-0.3552161,-0.091038,49.4645434,0.0,2,0.0,-6.1225896,0.27125,11.0917858
0,185.3562244,236.5587808,885.9315026,3,55,2,0.375169,-0.1852332,49.3332371,12.592243,3,6.5599741,26.68082,0.4883478,4.3816737
1,171.5905905,6.9898601,236.4368169,3,32,3,0.0918742,-0.0048068,50.4597609,2.2149199,3,72.2523015,-0.4379412,0.2903251,6.1494515
0,212.9366168,239.459455,699.3443546,3,16,5,0.59607,-0.0017954,48.2160245,20.6426743,3,7.6808901,34.5398962,0.4057564,5.1946279
1,311.471875,15.5247593,108.5563413,50,68,3,0.0001347,0.0725355,51.6049891,2.6684631,3,25.7399831,-0.0002229,0.1316728,6.9024107
0,240.1066313,13.8192408,790.6197621,6,55,2,-0.6352048,0.0285617,46.8898096,2.2103809,3,0.0,-6.5713222,0.154856,6.3064032
1,73.0467277,7.197866,117.8029314,16,68,3,-0.087755,-0.0186901,51.2008376,1.5802842,3,25.3928201,-4.9281904,0.1191978,14.7925764
1,332.7866643,9.0769974,298.9431145,0,68,3,0.193241,-0.0191053,51.1118028,0.826197,3,0.0,1.4176755,0.1125214,13.0469736
1,52.8662768,35.3980734,151.1244248,12,55,3,-0.1956592,-0.0772533,51.1399984,2.5542136,2,38.8590743,-8.8103659,0.1805104,11.6117199
0,149.905429,148.6757119,1314.4543647,2,55,1,0.4218058,0.1181033,49.2777912,6.6503513,3,6.6613872,31.18,0.4276669,4.9210301
0,336.4376178,36.4645505,970.2095682,1,55,3,-0.1698013,-0.4421229,53.0843484,3.1822691,3,0.0,2.2833412,0.1149282,5.3513454
1,47.2928037,48.8092714,335.0642032,0,68,3,-0.1864531,-0.3741218,51.4972241,1.0635177,3,0.0,0.6456848,0.2927307,11.1664058
0,120.9878847,164.4938144,854.7460511,1,55,5,0.2287548,-0.0261502,46.9523292,2.583928,3,2.5434239,24.98093,0.4080163,5.9492705
0,59.8502353,188.0762525,1309.3122419,0,55,5,0.0507764,-0.151359,48.0147371,2.6793946,3,0.0,-4.3708664,0.4343204,5.4548874
0,241.1818968,42.7819622,1168.3646275,0,1,3,0.0424963,-0.0244928,53.3969159,0.0,3,10.8799933,4.1456281,0.2034046,8.5833398
0,333.4855693,21.5372256,691.5041571,3,55,3,0.0548882,0.029194,51.3898713,5.0502717,3,0.0,-3.691471,0.239754,9.1127516
1,20.9234518,44.7590258,409.4115542,0,68,3,-0.076238,0.2016639,49.8725834,3.0121355,3,0.0,-2.9300194,0.2647126,6.1847663
0,64.8159603,90.0623176,1008.9765925,3,68,5,-0.0368608,0.5251576,46.9607186,3.1621863,3,0.0,-3.9587076,0.3151748,6.3741894
0,353.8021773,189.4955048,759.5177104,5,68,5,0.0583172,0.3918955,47.8834134,1.3891589,3,0.0,6.2222912,0.3352834,5.6583129
1,1.22966,18.2004704,41.4740454,47,68,3,-0.0456454,0.0531587,51.1319637,2.693572,3,5.021808,-3.1482453,0.2330407,8.5730294
1,321.7260968,44.8247854,1046.7779862,0,1,3,-0.0610853,0.4297507,50.8723095,1.4997153,3,0.0,0.0737014,0.2753404,6.5658662
1,227.3716747,7.8288097,158.7778618,0,32,3,-0.0350013,-0.0777942,51.4709681,2.1542297,3,44.0489125,2.8079255,0.2526763,7.936044
0,237.4048748,250.9615109,679.548493,4,68,2,0.2495849,0.3556716,47.8935836,10.9489173,3,2.5647376,15.3371011,0.3278112,5.8471817
0,85.6250493,226.3240369,1549.9208395,2,1,3,-0.0074687,0.2085395,47.5296364,25.379951,3,10.9776962,2.5467011,0.3213031,6.0230769
0,225.8209951,208.0240724,613.6726583,0,55,5,0.1212284,-0.3543279,46.7927359,15.1217943,3,4.0524514,19.0638145,0.3247914,4.1862898
0,149.0572285,238.7919204,695.2489561,2,55,5,-0.0883349,0.2597595,46.8887531,11.9792848,3,11.8152785,-5.0692698,0.4753171,10.9498989
0,248.6971182,199.3105274,1048.8877795,3,55,5,-0.3071529,0.2828586,50.2030655,11.8708857,3,0.0303197,1.5123683,0.3880235,6.1062349
0,318.8707527,118.2681869,1124.4632892,1,68,3,-0.132047,0.3862923,48.9169153,10.1667782,3,10.8566678,16.4349953,0.2159251,5.5905273
0,1.55747,135.5054447,1582.5879147,3,55,5,0.3457411,0.1245081,51.6027605,3.2323254,3,7.0282539,8.5315975,0.3865641,6.2054307
1,321.2467322,15.6643814,868.4635613,13,68,3,-0.1589549,0.3254633,52.1338263,2.0613167,3,0.0,-0.7586142,0.2035139,7.7695133
0,160.6746299,223.2073054,1170.7666203,6,68,5,-0.1911481,-0.3481534,51.5627594,2.1424884,2,9.1130595,-6.3249153,0.3047049,6.9303111
1,94.8266356,48.6452711,228.7039545,31,16,3,0.0638126,0.071586,49.9326417,4.1959361,2,0.0,-0.4773494,0.4336251,7.8386831
0,259.9117329,168.9199327,1151.1704167,2,55,5,0.0191584,-0.381866,48.1839305,2.4974932,3,4.6626803,4.8941503,0.5291128,5.8039321
1,241.6603216,15.6862133,0.0,3,16,3,0.0474802,0.0272865,51.8503763,2.5005361,3,18.2966705,0.1422687,0.3772343,7.6226957
1,232.3637523,27.4268831,128.030378,66,32,3,-0.0314874,0.1962687,50.2752688,0.6248712,3,38.8676502,-1.3348565,0.2405763,12.365719
1,302.1460197,60.60985,149.3145279,0,68,3,0.1034644,-0.091288,49.7135407,2.6107372,3,0.542514,-1.9209751,0.2784177,6.4748859
0,110.1819891,270.4668672,1387.5005945,2,55,3,-0.102819,-0.2154784,52.5584585,4.0900573,3,0.0,-2.4735525,0.2339692,4.6780458
1,273.2811441,15.2978188,1738.5605348,39,68,3,0.0057378,-0.0235708,50.7963481,0.6122063,3,0.0,-0.7766642,0.3606654,7.1361578
0,164.4358726,84.71731,2283.9282497,6,55,2,0.3045616,-0.008295,46.6098711,9.7257965,3,17.2100573,-0.0150461,0.4544827,6.0667707
0,260.1165186,137.729768,1206.2384951,2,55,5,0.1652078,0.3029995,46.1701127,4.8208322,3,0.0,-2.1910173,0.4234558,5.9524898
0,110.3059285,45.9560356,807.6898926,6,55,3,-0.0792037,0.2466676,53.2353033,0.0,3,0.0,0.0251043,0.0882795,8.3891842
1,23.5941506,32.2113505,498.1735038,0,68,3,0.0711889,0.0785064,51.2006006,2.4771361,3,0.0,2.8312007,0.2232314,6.5764985
0,238.297274,198.8498464,1198.3103467,0,68,2,0.0357901,-0.0263941,47.6647127,1.0230026,3,3.5851767,28.7183427,0.323697,6.5259125
