f_nf,aspect,dem,distance_from_river,flow_accumulation,land_use,lithology,plan_curvature,profile_curvature,rainfall,slope,soil,spi,tpi,tri,twi
1,355.750728,54.5207848,444.7471584,1111,1,3,0.2426795,0.0016116,52.2184489,0.4981886,3,343.1532565,2.9222936,0.109469,10.3030208
0,1.55747,330.1506907,665.6762262,0,16,5,-1.04951,-0.0900606,48.3021316,0.0,3,27.5901883,14.4671895,0.3423569,7.6663874
0,281.5719875,54.9093965,992.0816368,0,55,1,0.4227079,-0.3317986,46.0008957,3.2363855,2,41.5150829,-0.2281954,0.0236347,6.148688
1,184.502858,75.6676082,0.0,343,68,5,0.0553593,-0.4689242,51.5678529,1.7676116,3,947.0169549,-1.5495608,0.1815326,10.1346821
1,70.7476688,15.1054529,555.3250533,242,68,3,-0.2936977,-0.4744376,52.3448123,0.4342556,3,314.5285243,-9.2919076,0.2430193,6.1025742
1,224.0626581,20.3586222,963.5166731,1040,55,3,-0.1850264,-0.1368491,53.378056,3.0679868,3,345.0237463,-15.9105212,0.3112688,6.3639045
1,150.3242261,38.1311598,979.1067111,38581,68,3,0.0282456,-0.0502961,52.3930427,0.0,3,95.7881473,-15.9253998,0.2098399,7.5114419
1,209.9934067,102.6828891,169.6940684,323,68,3,0.0165265,-0.226723,51.6258149,1.9304171,3,483.4871148,-3.9913953,0.3623455,9.6111234
1,205.7297605,53.9882101,1509.3109881,909,68,3,-0.0512247,-0.1273032,51.9966442,7.1708612,3,28473.7733405,-12.5407233,0.1475894,7.6742114
1,95.4781981,63.401619,660.4765023,1016,1,3,-0.0587835,-0.562889,52.723201,1.1181054,3,0.0,-9.6023054,0.483872,5.16851
1,226.9797723,88.3071575,844.4645934,0,68,2,-0.2673383,-0.048285,53.0128659,0.0,3,48903.3984375,-14.426787,0.1516655,11.8213175
1,216.1481142,148.9629974,355.3207964,0,1,3,0.2381513,-0.562889,51.5728125,0.0,3,401.6191105,-5.6165338,0.1242321,6.4034346
1,223.1344913,30.4302655,822.1580853,235,68,3,0.3498817,-0.1786804,51.5298721,2.4297188,3,37590.6021841,-10.6599545,0.2262845,6.0554293
1,1.22966,28.6652911,1826.4200439,0,1,2,-0.1224884,-0.3674569,52.5086944,1.3025529,3,952.7091662,-6.8316562,0.4258011,6.3560599
0,108.2421512,5.2825799,481.910561,0,16,5,-0.1292788,-0.1493826,54.1775119,21.5692203,2,0.0,16.5292936,0.2209283,7.5617331
0,272.9181633,37.5048023,530.7822128,0,16,5,-0.5514259,0.0177566,45.8456993,17.5394696,3,104.0186333,-6.3869119,0.0236347,6.7791684
1,114.3326617,148.9629974,1803.955367,237,68,3,0.6278843,-0.3456832,52.066388,1.7226203,3,1341.9671013,3.6615513,0.1942557,7.8350241
0,10.1962997,5.2825799,0.0,0,16,5,-0.639225,-0.5116572,50.7469027,17.9092447,3,0.0,-21.7768665,0.3293502,6.435066
1,294.7503869,76.0856624,649.1622794,613,1,3,-0.0144626,-0.0340704,50.5608957,1.1359962,3,13859.1637439,-13.3306063,0.3695603,5.16851
1,174.6510244,63.0151705,987.4926779,641,68,3,-0.0727635,-0.1631941,51.0836385,0.0,3,47265.3935758,-12.5790646,0.1997477,8.9655387
1,317.7413616,17.3266004,28.41338,895,1,3,-0.1756345,-0.4838405,49.8592495,1.5888298,3,0.0,0.6117117,0.483872,5.16851
0,1.55747,5.2825799,343.9860221,0,1,1,-0.298807,-0.1256807,49.840997,12.2205372,3,29.3294307,10.5332372,0.1900138,11.2545044
1,357.3210144,90.2458,1344.0349947,147,32,3,-0.1820934,-0.1457479,53.950075,1.2437322,3,1283.7238561,-12.3123573,0.2794399,12.6519212
1,189.4513852,72.9983779,529.5167063,273,68,3,0.6684781,0.210229,52.8196187,0.7267829,3,48903.3984375,-13.8070811,0.2111046,6.3665961
0,189.8378297,5.2825799,0.1524734,0,1,5,0.3741453,-0.5909507,46.960992,7.1366195,3,0.0,-1.7854503,0.1621186,13.7376382
1,183.0744405,19.0430746,1078.0521667,582,55,3,0.2472967,-0.2918857,50.5282908,0.5593142,3,1056.8441937,-15.9198894,0.2068881,7.6463933
0,153.0460745,110.1727976,1093.4216475,0,32,1,-0.6588202,0.2000954,48.6092864,0.7865243,3,39.6382229,23.7684272,0.695883,6.8023939
1,22.8974881,148.9629974,476.8735802,312,55,3,0.3126678,0.1728987,53.8742021,1.6007499,3,710.4811366,-11.2206667,0.089973,6.5176471
0,101.8629329,183.5054021,1272.9022233,58,16,5,0.1378732,-0.2752621,45.8456993,5.5480838,2,20.2838415,-12.7317591,0.0236347,6.5472604
1,62.1676573,96.6963865,549.5252336,872,1,3,0.0998176,0.0029433,52.3652494,0.0,3,0.0,-6.8544264,0.1348779,5.16851
1,60.943582,18.8481889,1826.4200439,0,1,3,0.146641,-0.5135701,52.6095959,0.4750755,3,0.0,-5.0191797,0.2715445,5.6400428
1,86.0556532,81.6073514,1312.3536075,0,68,3,-0.384023,-0.1888126,53.1875822,2.8273129,3,842.9990814,-15.9253998,0.0365133,6.9507716
0,1.55747,106.3392193,1516.5382936,34,55,5,-0.2686381,0.0189984,45.8456993,4.4030933,3,0.0,-5.9620852,0.4174491,7.5897283
0,142.3607444,51.4551482,557.6896101,38,1,2,-0.3247029,-0.6577088,49.7394698,16.7776622,3,17.3161555,-16.5973949,0.2709299,8.1589472
